city,electoral_district,no,candidate,candidate_party,gender,age,homeplace,education_level,incumbent,elected
南投縣,第02選區,5,陳癸佑,民主進步黨,male,51,臺灣省,大學,False,False
臺北市,第08選區,5,阮昭雄,民主進步黨,male,49,臺灣省,碩士,False,False
臺北市,第02選區,5,孫大千,中國國民黨,male,50,臺北市,博士,False,False
嘉義縣,第02選區,5,陳明文,民主進步黨,male,65,臺灣省,大學,True,True
新竹市,第01選區,5,高鈺婷,時代力量,female,34,新北市,碩士,False,False
彰化縣,第04選區,5,蕭景田,中國國民黨,male,65,臺灣省,大學,False,False
臺中市,第06選區,5,李中,中國國民黨,male,60,臺中市,大學,False,False
宜蘭縣,第01選區,5,呂國華,中國國民黨,male,63,臺灣省,碩士,False,False
桃園市,第05選區,5,蔣絜安,民主進步黨,female,51,臺灣省,碩士,True,False
桃園市,第04選區,5,鄭寶清,民主進步黨,male,64,桃園市,博士,True,False
桃園市,第02選區,5,吳志揚,中國國民黨,male,50,桃園市,碩士,True,False
新北市,第08選區,5,江永昌,民主進步黨,male,50,新北市,碩士,True,True
臺北市,第04選區,5,高嘉瑜,民主進步黨,female,39,臺灣省,碩士,False,True
金門縣,第01選區,6,盧月香,中國生產黨,female,55,其他省市,其他,False,False
新北市,第07選區,6,張源益,宗教聯盟,male,51,臺灣省,大學,False,False
臺北市,第04選區,6,蕭蒼澤,喜樂島聯盟,male,54,臺灣省,碩士,False,False
臺南市,第01選區,6,黃天辰,台灣民意黨,male,66,臺南市,碩士,False,False
新竹市,第01選區,6,曾楷耀,台灣維新,male,45,桃園市,碩士,False,False
屏東縣,第02選區,6,姚宗翰,無黨籍及未經政黨推薦,male,36,高雄市,大學,False,False
臺南市,第05選區,6,吳炳輝,無黨籍及未經政黨推薦,male,52,臺灣省,大學,False,False
苗栗縣,第01選區,6,曾國良,無黨籍及未經政黨推薦,male,57,臺灣省,碩士,False,False
新竹縣,第02選區,6,劉士睿,台灣基進,male,34,桃園市,大學,False,False
高雄市,第07選區,6,林杰正,無黨籍及未經政黨推薦,male,65,高雄市,大學,False,False
新竹縣,第01選區,6,傅家賢,無黨籍及未經政黨推薦,male,53,臺灣省,碩士,False,False
桃園市,第03選區,6,李文雄,無黨籍及未經政黨推薦,male,62,高雄市,博士,False,False
臺北市,第01選區,6,方儉,綠黨,male,59,臺北市,大學,False,False
臺北市,第02選區,6,熊嘉玲,合一行動聯盟,female,50,臺北市,碩士,False,False
嘉義縣,第02選區,6,王金山,台灣維新,male,50,臺灣省,高中(職),False,False
新北市,第04選區,6,陳俊憲,安定力量,male,40,新北市,高中(職)以下,False,False
新北市,第11選區,6,廖麗娟,合一行動聯盟,female,53,新北市,高中(職),False,False
彰化縣,第04選區,6,陳志傑,安定力量,male,52,臺灣省,專科,False,False
新北市,第09選區,6,詹宇賢,台灣基進,male,30,臺北市,碩士,False,False
屏東縣,第01選區,6,潘偉龍,一邊一國行動黨,male,25,臺灣省,大學,False,False
臺中市,第05選區,6,賴建豪,親民黨,male,42,臺中市,專科,False,False
高雄市,第06選區,6,吳益政,親民黨,male,56,臺灣省,碩士,False,False
新北市,第08選區,6,李正皓,親民黨,male,35,臺北市,碩士,False,False
宜蘭縣,第01選區,6,孫博萮,無黨籍及未經政黨推薦,female,41,臺北市,大學,False,False
花蓮縣,第01選區,6,傅崐萁,無黨籍及未經政黨推薦,male,57,臺中市,碩士,False,True
臺北市,第06選區,6,謝佩芬,民主進步黨,female,32,臺北市,碩士,False,False
嘉義市,第01選區,6,王美惠,民主進步黨,female,54,臺灣省,碩士,False,True
臺北市,第05選區,6,林昶佐,無黨籍及未經政黨推薦,male,43,臺北市,大學,True,True
新北市,第12選區,6,賴品妤,民主進步黨,female,27,臺北市,大學,False,True
高雄市,第03選區,6,黃昭順,中國國民黨,female,66,臺灣省,碩士,True,False
新北市,第03選區,6,余天,民主進步黨,male,71,臺灣省,高中(職),True,True
苗栗縣,第02選區,6,徐志榮,中國國民黨,male,64,臺灣省,高中(職),True,True
臺中市,第03選區,6,楊瓊瓔,中國國民黨,female,55,臺中市,碩士,False,True
臺北市,第08選區,6,賴士葆,中國國民黨,male,68,臺中市,博士,True,True
新北市,第01選區,6,呂孫綾,民主進步黨,female,31,臺北市,碩士,True,False
臺南市,第04選區,6,林宜瑾,民主進步黨,female,50,臺南市,碩士,False,True
臺中市,第04選區,6,張廖萬堅,民主進步黨,male,54,臺中市,碩士,True,True
臺北市,第06選區,7,黃典本,無黨籍及未經政黨推薦,male,63,其他省市,高中(職)以下,False,False
高雄市,第06選區,7,劉哲嘉,台澎黨,male,40,臺北市,大學,False,False
臺北市,第05選區,7,黃義豐,無黨籍及未經政黨推薦,male,68,臺南市,碩士,False,False
臺中市,第05選區,7,顧吉熙,無黨籍及未經政黨推薦,male,58,臺北市,高中(職),False,False
臺中市,第04選區,7,紀經儀,合一行動聯盟,female,55,臺灣省,高中(職),False,False
屏東縣,第02選區,7,鄭文龍,國會政黨聯盟,male,52,臺北市,大學,False,False
彰化縣,第04選區,7,何倍爾,勞動黨,male,33,臺灣省,高中(職),False,False
臺北市,第04選區,7,郭佩雯,綠黨,female,29,臺北市,高中(職),False,False
新北市,第12選區,7,孫繼正,安定力量,male,57,臺北市,碩士,False,False
嘉義市,第01選區,7,蔡永泉,無黨籍及未經政黨推薦,male,67,臺灣省,大學,False,False
新北市,第03選區,7,林宜瑄,綠黨,female,37,臺北市,大學,False,False
高雄市,第07選區,7,秦詩雁,親民黨,female,47,臺灣省,大學,False,False
臺北市,第08選區,7,顏銘緯,台灣基進,male,23,高雄市,大學,False,False
金門縣,第01選區,7,陳福海,無黨籍及未經政黨推薦,male,56,金馬地區,碩士,False,False
新竹縣,第02選區,7,邱靖雅,國會政黨聯盟,female,47,新北市,碩士,False,False
高雄市,第03選區,7,郭新政,無黨籍及未經政黨推薦,female,57,臺灣省,其他,False,False
臺南市,第01選區,7,蔡育輝,中國國民黨,male,60,臺南市,碩士,False,False
新北市,第11選區,7,張銘祐,民主進步黨,male,35,臺灣省,大學,False,False
新北市,第04選區,7,陳明義,中國國民黨,male,52,臺灣省,碩士,False,False
新北市,第07選區,7,羅致政,民主進步黨,male,55,臺灣省,博士,True,True
臺北市,第01選區,7,汪志冰,中國國民黨,female,62,臺中市,碩士,False,False
新北市,第01選區,7,洪孟楷,中國國民黨,male,36,臺北市,碩士,False,True
臺北市,第05選區,8,周慶峻,中華愛國同心黨,male,76,其他省市,其他,False,False
金門縣,第01選區,8,洪和成,無黨籍及未經政黨推薦,male,58,金馬地區,大學,False,False
嘉義市,第01選區,8,郭瑞豐,國會政黨聯盟,male,62,臺灣省,碩士,False,False
新北市,第01選區,8,陳榮太,台灣整復師聯盟工黨,male,75,臺灣省,高中(職),False,False
臺中市,第04選區,8,林金連,無黨籍及未經政黨推薦,male,63,臺中市,碩士,False,False
臺北市,第08選區,8,李文,無黨籍及未經政黨推薦,female,55,其他國家,其他,False,False
臺中市,第05選區,8,黃名白,無黨籍及未經政黨推薦,female,46,臺灣省,專科,False,False
高雄市,第06選區,8,李建輝,台灣維新,male,38,高雄市,高中(職),False,False
臺北市,第06選區,8,孟藹倫,中華婦女黨,female,64,高雄市,大學,False,False
新北市,第04選區,8,張哲偉,綠黨,male,38,新北市,碩士,False,False
屏東縣,第02選區,8,張怡,無黨籍及未經政黨推薦,female,43,臺灣省,碩士,False,False
高雄市,第03選區,8,劉世芳,民主進步黨,female,60,臺北市,碩士,True,True
臺北市,第06選區,9,張余健,喜樂島聯盟,male,47,新北市,碩士,False,False
新北市,第04選區,9,林麗容,正黨,female,65,臺灣省,博士,False,False
屏東縣,第02選區,9,馮家芸,台澎黨,female,58,臺灣省,高中(職),False,False
高雄市,第03選區,9,蘇博廷,親民黨,male,38,高雄市,高中(職),False,False
臺北市,第08選區,9,張幸松,台灣民眾黨,male,61,臺北市,大學,False,False
臺中市,第05選區,9,謝文卿,台灣民眾黨,male,48,臺中市,專科,False,False
金門縣,第01選區,9,陳玉珍,中國國民黨,female,46,金馬地區,碩士,True,True
高雄市,第06選區,9,趙天麟,民主進步黨,male,46,臺北市,碩士,True,True
金門縣,第01選區,10,程耀德,中華統一促進黨,male,33,高雄市,高中(職),False,False
臺北市,第06選區,10,葉日勤,台灣基進,male,33,臺北市,高中(職),False,False
高雄市,第03選區,10,莊貽量,台灣民眾黨,male,46,高雄市,碩士,False,False
高雄市,第06選區,10,陳美雅,中國國民黨,female,49,高雄市,博士,False,False
高雄市,第03選區,11,王貴雄,興中同盟會,male,66,高雄市,專科,False,False
